,Q0-B,QID245,StudioLevel,"Q-S1,S","Q-S2,S","Q-S3,S","QS-P1,S","QS-P1,S_11_TEXT","QS-P1,S.1","QS-P1,S_11_TEXT.1","QS-P2,S","QS-P2,S_8_TEXT","QS-P3,S","QS-P3,S_9_TEXT","QS-P4,S_4","QE+A,V1,S,N_1","QE+A,V1,S,N_2","QE+A,V2,S,N_1","QE+A,V2,S,N_2","QE+A,V3,S,N_1","QE+A,V3,S,N_2","QE+A,V4,S,N_1","QE+A,V4,S,N_2","QE+A,V5,S,N_1","QE+A,V5,S,N_2","QE+A,All","QE+A,P1,S","QE+A,P1,S_11_TEXT","QE+A,P2,S","QE+A,P2,S_11_TEXT","QE+A,P3,S","QE+A,P4,S","QN+C,V1,S,R_1","QN+C,V1,S,R_2","QN+C,V2,S,N_1","QN+C,V2,S,N_2","QN+C,V3,S,R_1","QN+C,V3,S,R_2","QN+C,V4,S,R_1","QN+C,V4,S,R_2","QN+C,V4,S,R_1.1","QN+C,V4,S,R_2.1","QN+C,V5,S,R_1","QN+C,V5,S,R_2","QN+C,V6,S,R_1","QN+C,V6,S,R_2","QN+C,V6,S,R_1.1","QN+C,V6,S,R_2.1","QN+C,V7,S,N_1","QN+C,V7,S,N_2","QN+C,All","QN+C,P1,S","QN+C,P1,S_10_TEXT","QN+C,P1a,S","QN+C,P2,S","QN+C,P2,S","QN+C,P2aS,S","QN+C,P2a,S","QI+C,V1,S,N_1","QI+C,V1,S,N_2","QI+C,V2,S,N_1","QI+C,V2,S,N_2","QI+C,V3,S,R_1","QI+C,V3,S,R_2","QI+C,V4,N_1","QI+C,V4,N_2","QI+C,All","QI+C,P1,S","QI+C,P1,S_18_TEXT","QI+C,P2,S","QI+C,P2,S_10_TEXT","QI+C,P3,S","QI+C,P4,S","QS+U,V1,S,N _1","QS+U,V1,S,N _2","QS+U,V2,S,N_1","QS+U,V2,S,N_2","QS+U,V3,S,N_1","QS+U,V3,S,N_2","QS+U,V4,S,N_1","QS+U,V4,S,N_2","QS+U,V6,R_1","QS+U,V6,R_2","QS+U,V7,S,R_1","QS+U,V7,S,R_2","QS+U,V8,S,R_1","QS+U,V8,S,R_2","QS+U,All","QS+U,P1,S","QS+U,P1,S_10_TEXT","QS+U,P1,S.1","QS+U,P1,S_10_TEXT.1","QS+U,P2,S","QS+U,P2,S_9_TEXT","QS+U,P2,S.1","QS+U,P2,S_9_TEXT.1","QLA+BR,V1,S,N_1","QLA+BR,V1,S,N_2","QLA+BR,V2,S,R_1","QLA+BR,V2,S,R_2","QLA+BR,V3,S,N_1","QLA+BR,V3,S,N_2","QLA+BR,V3,FStaff,N_1","QLA+BR,V3,FStaff,N_2","QLA+BR,V4,S,R_1","QLA+BR,V4,S,R_2","QLA+BR,V5,S,N_1","QLA+BR,V5,S,N_2","QLA+BR,All ","LA+BR,P1,S","LA+BR,P1,S_9_TEXT","QC+D,V2,S,R_1","QC+D,V2,S,R_2","QC+D,V3,S,N_1","QC+D,V3,S,N_2","QC+D,V4,S,N_1","QC+D,V4,S,N_1_TEXT","QC+D,V4,S,N_2","QC+D,All","QC+D,P1,S","QC+D,P1,S_5_TEXT","QC+D,P2,S","QC+D,P2,S_9_TEXT","QC+CS,V1,S,N_1","QC+CS,V1,S,N_1_TEXT","QC+CS,V1,S,N_2","QC+CS,V2,S,R_1","QC+CS,V2,S,R_2","QC+CS,V3,S,R_1","QC+CS,V3,S,R_1_TEXT","QC+CS,V3,S,R_2","QC+CS,V4,R_1","QC+CS,V4,R_1_TEXT","QC+CS,V4,R_2","QC+CS,V5,N_1","QC+CS,V5,N_1_TEXT","QC+CS,V5,N_2","QC+CS,All","QC+CS,P1,S","QC+CS,P1,S_11_TEXT","QC+CS,P2a,S","QC+CSP2b,S","QT-C+E,V1,S,N_1","QT-C+E,V1,S,N_1_TEXT","QT-C+E,V1,S,N_2","QT-C+E,V2,S,R_1","QT-C+E,V2,S,R_1_TEXT","QT-C+E,V2,S,R_2","QT-C+E,V3,N_1","QT-C+E,V3,N_1_TEXT","QT-C+E,V3,N_2","QT-C+E,V4,S,R_1","QT-C+E,V4,S,R_1_TEXT","QT-C+E,V4,S,R_2","QT-C+E,V4,S,R_2_TEXT","QT+E,All","QT-C+E,P1,S","QT-C+E,P1,S_7_TEXT","QT-C+E,P2,S","QT-C+E,P3,S","QT-C+E,P4,S","QT-C+E,P4,S_11_TEXT","QT,L+C,V1,S,R_1","QT,L+C,V1,S,R_1_TEXT","QT,L+C,V1,S,R_2","QT,L+C,V2,S,R_1","QT,L+C,V2,S,R_1_TEXT","QT,L+C,V2,S,R_2","QT,L+C,V3,S,N_1","QT,L+C,V3,S,N_1_TEXT","QT,L+C,V3,S,N_2","QT-L+C,V4,S,N_1","QT-L+C,V4,S,N_1_TEXT","QT-L+C,V4,S,N_2","QT,L+C,V5,S,R _1","QT,L+C,V5,S,R _1_TEXT","QT,L+C,V5,S,R _2","QT,L+C,V6,S,R_1","QT,L+C,V6,S,R_1_TEXT","QT,L+C,V6,S,R_2","QT,L+C,V7,S,N_1","QT,L+C,V7,S,N_1_TEXT","QT,L+C,V7,S,N_2","QT-L+C,All","QT-L+C,P1,S_1","QT-L+C,P2,S","QT-L+C,P2,S_7_TEXT","QT,L+C,P3,S_1","QT,L+C,P4,S","QT,L+C,P4,S_9_TEXT","B1,All","B2,All","B2,All_10_TEXT","B3,S","B3,S_6_TEXT","B4,S","B5,S","B6,All","B7,All",QID265
71,,Student,1000 Level/ YR 1,How little access to materials and resources we are given,The basement is trashed anyways so there is not really any concern about damaging things,It’s impossible to teach design online. It’s difficult to convey ideas and for professors to give well informed feedback when viewing something online,"Time management,Finances,Mental Health",,,,,,"Clear explanation of design thinking,Shaky voice",,200,5,5,,,,,,,5,5,No accommodations made for people living off campus in Willvill for example. Caters better to people living only a few minutes walk away from studio ,,,,,,Always,4,3,,,,,,,,,,,,,,,2,4,,Not rewarding,,We have yet to be genuinely taught the process necessary for being effective designers. EPOD was successful in that respect however subsequent studios has been a rather monotonous process of completing tasks and receiving feedback.,,Somewhat agree,,Difficult to say in first year as we have yet to interact with the industry and potential employers.,13,13,,,,,,,,I work near my peers for solidarity in the studio or other location.,,,,Working in studio outside of class when everyone is working together on the same projects,"I don’t particularly think it does, but not necessarily in a bad way so early on. The assignments are so rigid that there is little room for creativity but for learning the skills it is more effective than complete freedom ",1,5,,,,,,,,,4,3,5,1,,,,,,"In consultation with the faculty lead, I can guide the purpose of the studio assignment.",,,,,,,,2,4,,,2,3,,,,"I want to meet all requirements.,I want to better understand the instructor's interpretation of the assignment.,In consultation with the faculty lead, I can guide the graphics of the assignment.",,,,2,3,,,,,"It impacts my family as well as myself, if I do not succeed",,Acceptance,,1,,4,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,Student,1000 Level/ YR 1,"It can be quite messy, and the atmosphere can be quite distracting at moments.",The freedom I have to work however i want,"When I'm remote, it is easier to have my personal space without being self conscious of everyone else around me.","Establishing a sense of belonging,Expectations,Mental Health",,,,,,"Vocabulary,Judgment of audience,Shaky voice,Stutter,Appearance",,110,3,3,,,,,,,4,2,,,,,,,Usually,3,3,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,Student,1000 Level/ YR 1,,Being with people,In person way better,"Establishing a sense of belonging,Social Life,Mental Health",,,,,,,,200,3,1,,,,,,,3,1,,,,,,,Usually,3,3,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,Student,1000 Level/ YR 1,,Hands on learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,Student,1000 Level/ YR 1,Bringing supplies,creating,having all my supplies at hand at home.  having additional resources in person like dmc and clc,"Establishing a sense of belonging,Communication with family,Finances",,,,,,"Judgment of audience,Appearance",,200,2,1,,,,,,,3,2,,,,,,,About half the time,1,2,,,,,,,,,,,,,,,4,2,,"All students are encouraged to do their best,Very creative,Experimental,Rewarding",,,,Somewhat agree,,,1,2,,,,,,,,I remove myself from social situations to focus on my work.,,,,,,2,4,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,Student,4000 Level/ YR 4,Sometimes it feels too long and you’re just waiting around for dismissal ,Collaboration!,Students talk to eachother and collaborate more in person. Remote studios are lifeless.,,,"Establishing a sense of belonging,Time management,New learning environments",,,,Shaky voice,,120,,,,,,,3,4,1,1,,the faculty grading the assignment,,,,,,,,,,,,3,3,,,,,2,3,,,,,,"All students are encouraged to do their best,Very creative,Collaborative",,Once in 4000 level studio there is less competition and more collaboration,Agree,,Great time to be entering the job market ,,,,,,,,4,2,,,,,,Simply talking with other students about their ideas,I get feedback on my ideas from my peers,,,,,,,,,2,2,2,3,,,,,,I go with the flow.,,,,,,,,,,4,1,,,,,4,4,,"I want to meet all requirements.,I want to better understand the instructor's interpretation of the assignment.",,,,2,3,,,,,"It impacts my family as well as myself, if I do not succeed",,Encouragement to develop further,,,,,,,,,,,,,3,,3,,"Students observe their own progression and skills improve.,Students recognize that their abilities/perspectives are being challenged.",,I sometimes seek out critiques that differ from my own perspectives to change my ideas,,,,,,,,,,,4,,4,,,The student was still working on the project.,,0,,,,,,,,,,1,,1,,,,3,,3,4,,3,,,,,18,,,7,"I would dedicate time earlier to work on the project, so that I can do both.",,Male,"White, Caucasian",,Landscape Architecture,,4,No,No,Graduate Degree,
82,,Student,3000 Level/ YR 3,"When instructors talk a ton and don't let us work. It is studio, not lecture. ",Collaboration,Community of in-person studio does not exist in remote,,,,,,,"Clear explanation of design thinking,Shaky voice",,150,,,,,,,,,,,,,,"I engage with curiosity,I nod my head but quietly disagree,I see it as an opportunity to openly discuss the disagreement",,,,,,,,3,3,,,,,,,,,,,,,,"Collaborative,Rewarding,Challenging",,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,Student,2000 Level/ YR 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,Student,1000 Level/ YR 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,Student,1000 Level/ YR 1,Due dates for each component of a project are not clearly communicated. ,Class periods being long are great since we can basically get most of our work done in class.,Remote studio made it hard to be motivated to work in class since you aren't surrounded by other people working.,"Time management,New learning environments,Expectations",,,,,,Clear explanation of design thinking,,40,2,2,,,,,,,4,4,"If materials are required that are difficult to obtain by the average student, they should be provided, at least for freshman.",,,,,,Sometimes,2,1,,,,,,,,,,,,,,,3,3,,"All students are encouraged to do their best,Collaborative,Experimental,Rewarding",,People work together to help each other do their best work.,,Somewhat agree,,"The degree, BEnvd, is not common and can lead employers to turn away candidates with this degree. It feels like a masters is almost required as a Envd grad.",13,13,,,,,,,,I work near my peers for solidarity in the studio or other location.,,,,Talking about each other's work without comparing yours to theirs.,I am more motivated by being in a collaborative setting.,4,3,,,,,,,,,3,4,4,2,,,,,,I want to better understand my interpretation of the assignment.,,,,,,,,2,3,,,2,4,,,,"I want to meet all requirements.,I want to meet the learning objectives.,I want to better understand my interpretation of the assignment.,Graphical communication is a significant determinant for the final evaluation.",,,,4,2,,,,,"It only impacts me, if I do not succeed",,Encouragement to develop further,,3,,4,,,,,,,,,,,,,,,I sometimes seek reinforcements for the present ideas,I want to improve my work but I don't always like people telling me to change something a lot.,4,,2,,,,,,,,,,,,,,0,Slightly easy,,,4,,3,,,,3,,4,,,,4,,3,,,,,,,,15,,,0,"I would dedicate time earlier to work on the project, so that I can do both.",,Male,"White, Caucasian",,Undecided,,1,No,No,Graduate Degree,
87,,Student,4000 Level/ YR 4,Making digital renderings,"Open discussion and feedback on design, including collaboration with peers, desk crits especially","in-person studios enable a lot more idea generation with peers, and I think we can help each other out a lot. Online provides better work flexibility, because sometimes studio is just work time that could also happen at home. Overall, in-person is more stimulating and more fun.",,,"Living away from home,Missing family traditions (e.g. family dinner),Social Life",,,,"Judgment of audience,Clear explanation of design thinking,Appearance",,120,,,,,,,2,2,3,3,,"the faculty grading the assignment,another faculty member who I respect",,,,,,,,,,,,4,4,,,,,4,2,,,,,,"Collaborative,Rewarding,Challenging",,We want each other to succeed,Agree,,"Logically, I understand that I probably have the necessary design and software skills but am intimidated by the job hunt/interview process",,,,,,,,3,4,,,,,,Asking about other students’ projects and offering suggestions to help them solve problems,"Practice discussing ideas, desk crits from professor, being inspired by other students ",,,,,,,,,2,1,3,2,,,,,,I go with the flow.,,,,,,,,,,2,3,,,,,3,2,,"I want to better understand the instructor's interpretation of the assignment.,I want to better understand my interpretation of the assignment.,In consultation with the faculty lead, I can guide the graphics of the assignment.",,,,2,4,,,,,"It only impacts me, if I do not succeed",,Encouragement to develop further,,,,,,,,,,,,,2,,2,,"Students observe their own progression and skills improve.,Students recognize that their abilities/perspectives are being challenged.,Students see that they can dissect a problem clearly to better understand its purpose.",,I sometimes seek out critiques that differ from my own perspectives to change my ideas,,,,,,,,,,,4,,2,,,The perception that reviews run long and no one would notice the late arrival.,,1-2,,,,,,,,,,5,,3,,,,4,,3,2,,2,,,,,18,,,10,I would not go to the family event and focus on the project.,,Male,"White, Caucasian",,Landscape Architecture,,4,No,No,Graduate Degree,
88,,Student,2000 Level/ YR 2,My least favorite aspect is the final push at the end for the final project. I find it super stressful and it seems like a significant increase in the workload that strains me. ,"I love seeing classmates and getting to work and receive feedback in a collaborative, open, helpful space. ","Remote studio lacks a social life for students, because breakout rooms simply aren’t the same as being in person. It’s a lot more isolating and less collaborative. ",,,,,"Deadlines,Unfamiliar technologies,Lack of sleep",,"Judgment of audience,Clear explanation of design thinking,Other",Shame for having an unfinished project or a design I’m not pleased with. ,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,Student,3000 Level/ YR 3,the lack of comfortable places to sit. ,the collaboration ,ease of collaboration in in person studios ,,,,,,,Judgment of audience,,90,,,,,1,1,,,1,1,,,,I engage with curiosity,,,,,,,,1,1,,,,,,,,,,,,,,"All students are encouraged to do their best,Very creative,Collaborative",,being in person is encourages collaboration and makes me more creative since I can see what my classmates are doing,,,,,,,,,5,1,,,,,,,,,,,,5,1,,,3,1,,,4,1,,,,I withdraw or am less invested.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,Student,1000 Level/ YR 1,Least favorite is how long the class is ,Favorite is the work time ,In person is more productive than remote ,"Establishing a sense of belonging,Time management,New learning environments",,,,,,Clear explanation of design thinking,,200,1,1,,,,,,,,,,,,,,,Usually,3,1,,,,,,,,,,,,,,,3,1,,"All students are encouraged to do their best,Very creative,Collaborative",,People are extremely smart and curious ,,Strongly agree,,This is such a great program ,1,1,,,,,,,,I remove myself from social situations to focus on my work.,,,,Desk Crits ,Provides me a space ,1,1,,,,,,,,,5,1,1,1,,,,,,I want the assignment to be completed to meet all requirements.,,,,,,,,1,1,,,3,3,,,,"I want to meet all requirements.,I want to better understand my interpretation of the assignment.",,,,,5,,,,,"It only impacts me, if I do not succeed",,Acceptance,,1,,1,,,,,,,,,,,,,,,I sometimes seek reinforcements for the present ideas,,1,,1,,,,,,,,,,,,,,3-5,Neither easy nor difficult,,,1,,1,,,,1,,1,,,,1,,1,,,,,,,,30,,,2,"I would dedicate time earlier to work on the project, so that I can do both.",,Male,"White, Caucasian",,Undecided,,1,No,No,Graduate Degree,
92,,Student,1000 Level/ YR 1,I guess sometimes when it feels cluttered it makes it hard to work,Focused environment,Online its alot easier to put off work,"Time management,Different food,Expectations",,,,,,"Knowledge of subject matter,Clear explanation of design thinking",,35,2,2,,,,,,,3,3,,,,,,,Usually,3,3,,,,,,,,,,,,,,,5,3,,"Very creative,Experimental,Challenging,Competitive",,,,Somewhat disagree,,,13,13,,,,,,,,I remove myself from social situations to focus on my work.,,,,Getting together to work,,5,2,,,,,,,,,2,2,2,4,,,,,,"In consultation with the faculty lead, I can guide the purpose of the studio assignment.",,,,,,,,3,3,,,1,2,,,,I want to meet all requirements.,,,,3,3,,,,,"It impacts my family as well as myself, if I do not succeed",,Acceptance,,1,,3,,,,,,,,,,,,,,,I sometimes seek reinforcements for the present ideas,,2,,3,,,,,,,,,,,,,,1-2,Slightly difficult,,,5,,3,,,,2,,2,,,,2,,3,,,,,,,,15,,,2,I would not go to the family event and focus on the project.,,Female,"White, Caucasian",,Undecided,,1,No,Yes,Undergraduate Degree,
93,,Student,1000 Level/ YR 1,,Friends and studio culture ,Studio culture and collaboration ,"Establishing a sense of belonging,Expectations,Social Life",,,,,,"Vocabulary,Clear explanation of design thinking,Stutter",,200,1,,,,,,,,1,,,,,,,,Always,1,1,,,,,,,,,,,,,,,1,1,,"Very creative,Collaborative,Experimental,Rewarding,Challenging,Competitive",,,,Strongly agree,,,1,1,,,,,,,,I work in collaboration with peers to do my best work.,,,,,,1,1,,,,,,,,,1,1,1,1,,,,,,I want the assignment to be completed to meet all requirements.,,,,,,,,3,3,,,3,3,,,,"I want to meet all requirements.,I want to meet the learning objectives.,I want to better understand the instructor's interpretation of the assignment.,I want to better understand my interpretation of the assignment.",,,,1,1,,,,,"My family is not impacted, if I do not succeed",,Acceptance,,1,,1,,,,,,,,,,,,,,,I consistently seek out critiques that differ from my own perspectives to change my ideas,,1,,1,,,,,,,,,,,,,,1-2,Extremely easy,,,1,,1,,,,1,,1,,,,1,,1,,,,,,,,40,,,24,"I would dedicate time earlier to work on the project, so that I can do both.",,Male,"White, Caucasian",,Architecture,,1,Yes,No,Some College,
94,,Student,1000 Level/ YR 1,"This semester isn’t as much work as last semester, but some of the projects may need more guidance. ",Work time and collaboration ,I think In-person is more beneficial to the whole process and creates more of a space for inspiration. ,"Establishing a sense of belonging,Expectations,Mental Health",,,,,,"Vocabulary,Judgment of audience,Knowledge of subject matter,Clear explanation of design thinking,Shaky voice,Appearance",,200,1,1,,,,,,,5,4,,,,,,,Always,4,3,,,,,,,,,,,,,,,2,3,,"Collaborative,Challenging,Competitive",,"I think that it is collaborative, yet it is competitive because there are critiques and when being evaluated you want to be seen as good, so being compared to others can be challenging. ",,Somewhat agree,,"I’m not sure if I want to stay in environmental deisgn, ",2,2,,,,,,,,I remove myself from social situations to focus on my work.,,,,Asking peers questions ,Seeing others work and understanding the assignment through different perspectives.,1,3,,,,,,,,,1,2,3,3,,,,,,I want the assignment to be completed to meet all requirements.,,,,,,,,4,4,,,1,1,,,,"I want to meet all requirements.,I want to meet the learning objectives.,I want to better understand the instructor's interpretation of the assignment.",,,,3,2,,,,,"It only impacts me, if I do not succeed",,It would be unlikely for me to include elements from my background in the project,,3,,3,,,,,,,,,,,,,,,I sometimes seek out critiques that differ from my own perspectives to change my ideas,,4,,2,,,,,,,,,,,,,,6-7,Slightly difficult,,,4,,3,,,,2,,2,,,,1,,1,,,,,,,,35,,,12,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"White, Caucasian",,Planning/Urban Design,,1,No,Yes,Post Graduate Degree,
95,,Student,1000 Level/ YR 1,Length of studio,Desk crits and help from professors,more productive at in person,"Finances,Support Resources,Mental Health",,,,,,,,118,2,1,,,,,,,1,1,,,,,,,Sometimes,4,4,,,,,,,,,,,,,,,3,3,,"All students are encouraged to do their best,Very creative,Experimental,Challenging,Competitive",,although we are encouraged it still feels competitive,,Somewhat disagree,,I feel like its a competitive field and I am not the top of any class,1,1,,,,,,,,I remove myself from social situations to focus on my work.,,,,talking and walking around,yes,4,1,,,,,,,,,1,1,3,3,,,,,,I want to meet the learning objectives.,,,,,,,,3,3,,,4,4,,,,I want to meet all requirements.,,,,4,2,,,,,"It only impacts me, if I do not succeed",,Encouragement to develop further,,2,,2,,,,,,,,,,,,,,,I consistently seek reinforcements for the present ideas,,5,,2,,,,,,,,,,,,,,0,Moderately easy,,,5,,1,,,,5,,1,,,,3,,3,,,,,,,,10,,,0,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"White, Caucasian",,Landscape Architecture,,1,No,No,Post Graduate Degree,
96,,Student,1000 Level/ YR 1,I think when I waste time in studio is my least favorite part ,"I love the desk crits and when there is structure in studio, it makes me feel like I’m not wasting my time.  ",I think I am more productive during in-person studio. It allows me to feel the energy levels of my peers and motivate along with them. ,"Missing family traditions (e.g. family dinner),Finances,Mental Health",,,,,,"Judgment of audience,Shaky voice,Stutter,Appearance",,200,2,1,,,,,,,3,4,,,,,,,Usually,2,1,,,,,,,,,,,,,,,3,4,,"All students are encouraged to do their best,Very creative,Collaborative,Experimental,Challenging",,"I think the spandex is creative and engaging but sometimes students don’t thrive to do their best, only to get a good grade. ",,Somewhat agree,,I need more education and explanation of the job opportunities I will have after college. It currently feels like a big black hole and I don’t know what I’m going to do with my education.,2,2,,,,,,,,I work near my peers to compare my work to others to gauge my level of production.,,,,We work individually and ask each other questions and give comments on others work.,"Depending on the energy in the room, I can work really well independently and the group allows me to focus ",3,1,,,,,,,,,2,2,3,5,I think currently it’s a good mix in my studio if not knowing what’s gonna happen next mixed with structure and order ,,,,,I want to better understand my interpretation of the assignment.,,,,,,,,3,2,,,2,3,,,,I want to meet all requirements.,,,,1,4,,,,"It’s hard bc we all sit in groups were comfortable in, so integration with other groups would be good ","It impacts my family as well as myself, if I do not succeed",,Encouragement to develop further,,2,,2,,,,,,,,,,,,,,,I sometimes seek out critiques that differ from my own perspectives to change my ideas,Sometimes I just need to critique the work myself and change will come but sometimes I need the help of others ,5,,2,,,,,,,,,,,Sometimes it goes on for a little long but most of the time it’s very insightful ,,,0,Moderately easy,,,2,,1,,,,2,,2,,,,2,,2,,,,,,,I think everyone could use a little more patience ,21,,,0,"I would dedicate time earlier to work on the project, so that I can do both.",,Female,"White, Caucasian",,Undecided,,1,No,No,Post Graduate Degree,
